UPGRADE_ID	ENROLL_C	HIT_POINT	ARMOR	REGEN	REVIVE_C	HEAL_C	TRAINING_C	XP_KILLED	XP_NEXT	MOVE	NEGOTIATE	DAMAGE	HEAL	INITIATIVE	POWER
g002DU0056	g0050:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	20	0	0	0	3	0	0	0
g002DU0057	g0005:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	10	0	0	0	3	0	0	0
g002DU0058	g0050:r0000:y0000:e0000:w0000	60	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	30	0	0	0	15	0	0	0
g002DU0059	g0065:r0000:y0000:e0000:w0000	30	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	31	0	0	0	15	0	0	0
g002DU0060	g0140:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	41	0	0	0	4	0	0	0
g002DU0061	g0130:r0000:y0000:e0000:w0000	35	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	51	0	0	0	10	0	0	0
g002DU0062	g0003:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	1	0	0	0	1	0	0	0
g002DU0063	g0015:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	3	0	0	0	2	0	0	0
g002DU0064	g0035:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	7	0	0	0	2	0	0	0
g002DU0065	g0065:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	14	0	0	0	0	0	0	0
g002DU0066	g0065:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	3	0	0	0
g002DU0067	g0015:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	8	0	0	0	0	0	0	0
g002DU0068	g0035:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	14	0	0	0	0	0	0	0
g002DU0069	g0050:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	33	0	0	0	5	0	0	0
g002DU0070	g0050:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	5	0	0	0
g002DU0071	g0050:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	3	0	0	0
g002DU0072	g0050:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	4	0	0	0
g002DU0073	g0050:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	10	0	0	0	0	0	0	0
g002DU0074	g0025:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	1	0	0	0	3	0	0	0
g002DU0075	g0100:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	10	0	0	0
g002DU0076	g0085:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	14	0	0	0	20	0	0	0
g002DU0077	g0530:r0000:y0000:e0000:w0000	50	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	54	0	0	0	25	0	0	0
g002DU0078	g0003:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	1	0	0	0	0	0	0	0
g002DU0079	g0015:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	10	0	0	0	5	0	0	0
g002DU0080	g0003:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	1	0	0	0	1	0	0	0
g002DU0081	g0015:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	3	0	0	0	2	0	0	0
g002DU0082	g0035:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	7	0	0	0	2	0	0	0
g002DU0083	g0070:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	21	0	0	0	3	0	0	0
g002DU0084	g0070:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	4	0	0	0
g002DU0085	g0055:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	15	0	0	0
g002DU0086	g0003:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	1	0	0	0	1	0	0	0
g002DU0087	g0015:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	4	0	0	0	3	0	0	0
g002DU0088	g0045:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	7	0	0	0	4	0	0	0
g002DU0089	g0090:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	12	0	0	0	5	0	0	0
g002DU0090	g0015:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	3	0	0	0	3	0	0	0
g002DU0091	g0045:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	21	0	0	0	10	0	0	0
g002DU0092	g0025:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	12	0	0	0	5	0	0	0
g002DU0093	g0005:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	8	0	0	0	1	0	0	0
g002DU0094	g0050:r0000:y0000:e0000:w0000	35	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	32	0	0	0	10	0	0	0
g002DU0095	g0070:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	32	0	0	0	3	0	0	0
g002DU0096	g0050:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	6	0	0	0
g002DU0097	g0050:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	3	0	0	0
g002DU0098	g0050:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	4	0	0	0
g002DU0099	g0050:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	10	0	0	0	7	0	0	0
g002DU0100	g0025:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	1	0	0	0	3	0	0	0
g002DU0101	g0100:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	10	0	0	0
g002DU0102	g0085:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	5	0	0	0	10	0	0	0
g002DU0103	g0180:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	21	0	0	0	10	0	0	0
g002DU0104	g0530:r0000:y0000:e0000:w0000	50	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	33	0	0	0	20	0	0	0
g002DU0150	g0065:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	34	0	0	0	0	6	0	0
g002DU0151	g0065:r0000:y0000:e0000:w0000	14	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	34	0	0	0	0	7	0	0
g002DU0152	g0065:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	21	0	0	0	10	0	0	0
g002DU0153	g0080:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	31	0	0	0	0	0	0	0
g002DU0154	g0045:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	14	0	0	0	6	0	0	0
g002DU0155	g0165:r0000:y0000:e0000:w0000	30	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	33	0	0	0	10	0	0	0
g002DU0156	g0165:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	44	0	0	0	15	0	0	0
g002DU0157	g0120:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	20	0	0	0	10	0	0	0
g002DU0158	g0250:r0000:y0000:e0000:w0000	50	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	80	0	0	0	15	0	0	0
g002DU0159	g0130:r0000:y0000:e0000:w0000	40	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	43	0	0	0	6	0	0	0
g002DU0160	g0065:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	13	0	0	0	0	0	0	0
g002DU0161	g0035:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	0	0	0	0
g002DU0162	g0020:r0000:y0000:e0000:w0000	30	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	14	0	0	0	10	0	0	0
g002DU0163	g0075:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	18	0	0	0	4	0	0	0
g002DU0164	g0115:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	31	0	0	0	2	0	0	0
g002DU0165	g0165:r0000:y0000:e0000:w0000	45	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	31	0	0	0	10	0	0	0
g002DU0166	g0090:r0000:y0000:e0000:w0000	40	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	22	0	0	0	7	0	0	0
g002DU0167	g0100:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	54	0	0	0	10	0	0	0
g002DU0168	g0350:r0000:y0000:e0000:w0000	175	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	105	0	0	0	20	0	0	0
g002DU0169	g0400:r0000:y0000:e0000:w0000	200	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	95	0	0	0	10	0	0	0
g002DU0170	g0400:r0000:y0000:e0000:w0000	125	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	70	0	0	0	15	0	0	0
g002DU0171	g0060:r0000:y0000:e0000:w0000	45	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	14	0	0	0	25	0	0	0
g002DU0172	g0150:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	41	0	0	0	15	0	0	0
g002DU0173	g0065:r0000:y0000:e0000:w0000	40	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	21	0	0	0	0	0	0	0
g002DU0174	g0045:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	14	0	0	0	0	0	0	0
g002DU0175	g0150:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	51	0	0	0	6	0	0	0
g002DU0176	g0150:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	53	0	0	0	15	0	0	0
g002DU0177	g0150:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	29	0	0	0	5	0	0	0
g002DU0178	g0180:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	17	0	0	0	4	0	0	0
g002DU0179	g0165:r0000:y0000:e0000:w0000	40	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	34	0	0	0	15	0	0	0
g002DU0180	g0140:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	65	0	0	0	10	0	0	0
g002DU0181	g0140:r0000:y0000:e0000:w0000	60	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	111	0	0	0	10	0	0	0
g002DU0190	g0115:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	10	0	0	0	5	0	0	0
g002DU5001	g0002:r0000:y0000:e0000:w0000	2	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	1	0	0	0	1	0	0	0
g002DU5002	g0003:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	7	0	0	0	20	0	0	0
g002DU5003	g0015:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	8	0	0	0	10	0	0	0
g002DU5004	g0125:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	25	0	0	0	15	0	0	0
g002DU5005	g0010:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	9	0	0	0	15	0	0	0
g002DU5006	g0065:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	25	0	0	0	0	10	0	0
g002DU5007	g0015:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	10	0	0	0	15	0	0	0
g002DU5008	g0045:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	20	0	0	0	10	0	0	0
g002DU5009	g0010:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	9	0	0	0	5	0	0	1
g002DU5010	g0150:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	45	0	0	0	15	0	0	0
g002DU5011	g0015:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	15	0	0	0
g002DU5012	g0045:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	10	0	0	0
g002DU5013	g0015:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	18	0	0	0	5	0	0	0
g002DU5014	g0090:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	19	0	0	0	6	0	0	0
g002DU5015	g0140:r0000:y0000:e0000:w0000	40	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	24	0	0	0	10	0	0	0
g002DU5016	g0140:r0000:y0000:e0000:w0000	40	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	26	0	0	0	10	0	0	0
g002DU5017	g0025:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	12	0	0	0	3	0	0	0
g002DU5018	g0025:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	12	0	0	0	3	0	0	0
g002DU5019	g0275:r0000:y0000:e0000:w0000	35	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	140	0	0	0	10	0	0	0
g002DU5020	g0250:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	90	0	0	0	15	0	0	0
g002DU5021	g0250:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	90	0	0	0	15	0	0	0
g002DU5022	g0265:r0000:y0000:e0000:w0000	40	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	160	0	0	0	20	0	0	0
g002DU5023	g0225:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	5	0	0	0
g002DU5024	g0045:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	6	0	0	0	5	0	0	0
g002DU5025	g0065:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	7	0	0	0	0	0	0	0
g002DU5026	g0065:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	10	0	0	0	5	0	0	0
g002DU5027	g0075:r0000:y0000:e0000:w0000	30	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	30	0	0	0	6	0	0	0
g002DU5028	g0030:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	8	0	0	0	10	0	0	0
g002DU5029	g0175:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	35	0	0	0	10	0	0	0
g002DU5030	g0010:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	7	0	0	0	5	0	0	0
g002DU5031	g0010:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	9	0	0	0	5	0	0	0
g002DU5032	g0090:r0000:y0000:e0000:w0000	40	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	20	0	0	0	20	0	0	0
g002DU5033	g0015:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	10	0	0	0	10	0	0	0
g002DU5034	g0015:r0000:y0000:e0000:w0000	5	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	10	0	0	0	1	0	0	0
g002DU5035	g0125:r0000:y0000:e0000:w0000	50	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	69	0	0	0	15	0	0	0
g002DU5036	g0125:r0000:y0000:e0000:w0000	135	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	60	0	0	0	0	0	0	0
g002DU5037	g0015:r0000:y0000:e0000:w0000	40	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	20	0	0	0	15	0	0	0
g002DU5038	g0015:r0000:y0000:e0000:w0000	30	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	14	0	0	0	10	0	0	0
g002DU5039	g0035:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	20	0	0	0	10	0	0	0
g002DU5040	g0045:r0000:y0000:e0000:w0000	35	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	15	0	0	0	25	0	0	0
g002DU6001	g0090:r0000:y0000:e0000:w0000	15	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	36	0	0	0	5	0	0	0
g002DU6002	g0500:r0000:y0000:e0000:w0000	75	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	498	0	0	0	8	0	0	0
g002DU6003	g0003:r0000:y0000:e0000:w0000	10	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	10	0	0	0	10	0	0	0
g002DU6004	g0043:r0000:y0000:e0000:w0000	25	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	14	0	0	0	10	0	0	0
g002DU6008	g0150:r0000:y0000:e0000:w0000	20	0	0	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	g0000:r0000:y0000:e0000:w0000	22	0	0	0	10	0	0	0
