ATT_ID	NAME_TXT	DESC_TXT	INITIATIVE	SOURCE	CLASS	POWER	REACH	QTY_HEAL	QTY_DAM	LEVEL	ALT_ATTACK	INFINITE	QTY_WARDS	WARD1	WARD2	WARD3	WARD4	CRIT_HIT
g000aa6520	x080tg0003	x080tg0003	60	1	3	60	3	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6521	x080tg0012	x080tg0012	50	3	12	50	3	0	20	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa7162	x000tg1305	x000tg1305	45	0	1	70	3	0	105	0	g000aa0162	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8001	x000tg7001	x000tg7001	60	2	1	90	1	0	300	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8002	x000tg7002	x000tg7002	60	2	1	95	1	0	220	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8003	x000tg7003	x000tg7003	60	2	1	95	1	0	175	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8004	x000tg7004	x000tg7004	60	2	1	95	1	0	300	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8005	x000tg7005	x000tg7005	40	7	1	90	1	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8006	x000tg7006	x000tg7006	60	2	1	90	1	0	125	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8007	x000tg7007	x000tg7007	90	3	17	90	1	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8008	x000tg7008	x000tg7008	65	2	1	90	3	0	175	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8009	x160tgc221	x160tgc221	60	0	1	80	3	0	25	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8010	x160tgc222	x160tgc222	45	7	1	70	1	0	15	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8011	x160tgc223	x160tgc223	50	0	1	80	2	0	22	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8012	x160tgc224	x160tgc224	40	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8013	x160tgc225	x160tgc225	65	0	1	80	3	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8014	x160tgc226	x160tgc226	40	0	1	80	3	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8015	x160tgc227	x160tgc227	40	0	1	80	3	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8016	x160tgc228	x160tgc228	40	0	1	80	3	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa8017	x160tgc229	x160tgc229	35	0	1	80	3	0	45	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa8018	x160tgc230	x160tgc230	65	0	1	80	2	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8019	x160tgc231	x160tgc231	60	0	1	80	2	0	45	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8020	x160tgc235	x160tgc235	60	0	1	80	2	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8021	x161tgc233	x160tgc233	60	0	1	85	2	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa8022	x160tgc232	x160tgc232	65	7	1	85	2	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8023	x160tgc234	x160tgc234	60	4	1	85	2	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8024	x160tgc236	x160tgc236	60	5	1	85	2	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8025	x160tgc237	x160tgc237	45	7	1	80	1	0	15	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8026	x160tgc238	x160tgc238	45	7	1	80	1	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8027	x160tgc239	x160tgc239	45	7	1	80	1	0	45	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa8028	x160tgc240	x160tgc240	45	7	1	80	1	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8029	x160tgc241	x160tgc241	50	0	1	85	3	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8030	x160tgc242	x160tgc242	50	0	1	85	3	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8031	x000tg5011	x000tg5011	10	2	6	100	2	25	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8032	x000tg5011	x000tg5011	10	2	6	100	2	35	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8033	x000tg5011	x000tg5011	10	2	6	100	2	55	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8034	x000tg5011	x000tg5011	25	2	6	100	1	50	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8035	x000tg5011	x000tg5011	25	2	6	100	1	65	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8036	x160tgc248	x160tgc248	50	0	1	80	3	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8037	x160tgc249	x160tgc249	55	0	1	80	3	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8038	x160tgc250	x160tgc250	70	0	1	80	3	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8039	x160tgc251	x160tgc251	70	6	1	80	1	0	85	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8040	x160tgc252	x160tgc252	90	2	1	95	1	0	250	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8041	x160tgc462	x160tgc462	40	0	1	80	3	0	105	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8042	x160tgc463	x160tgc463	60	0	1	85	2	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8043	x160tgc464	x160tgc464	40	7	1	80	1	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8044	x080tg0003	x080tg0003	40	3	3	70	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8045	x160tgc466	x160tgc466	60	0	1	80	2	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa8046	x160tgc467	x160tgc467	40	6	1	80	1	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8047	x160tgc468	x160tgc468	40	0	1	80	2	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8048	x160tgc469	x160tgc469	40	4	1	80	1	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8049	x160tgc470	x160tgc470	40	2	1	80	1	0	110	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8050	x160tgc471	x160tgc471	60	2	1	80	3	0	150	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8051	x161tgc233	x160tgc233	55	0	1	80	2	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa8052	x161tgc233	x160tgc233	60	0	1	80	2	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa8120	x080tg0012	x080tg0012	50	6	12	85	2	0	15	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8123	x080tg0023	x080tg0023	50	4	23	70	2	0	20	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8124	x080tg0013	x080tg0013	50	5	13	70	2	0	25	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8128	x160tgc257	x160tgc257	50	7	25	100	2	0	20	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8132	x080tg0012	x080tg0012	20	3	12	80	2	0	25	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8133	x160tgc258	x160tgc258	10	2	24	100	2	0	0	0	g000000000	False	4	g024um0001	g024um0016	g024um0010	g024um0005	False
g000aa8134	x160tgc259	x160tgc259	25	2	24	100	2	0	0	0	g000000000	False	1	g024um0016	g000000000	g000000000	g000000000	False
g000aa8135	x000tg5016	x000tg5016	25	2	16	100	1	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8140	x080tg0013	x080tg0013	50	5	13	70	2	0	20	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8146	x161tgc256	x160tgc256	50	1	7	33	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8149	x080tg0023	x080tg0023	40	4	23	50	1	0	15	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8150	x160tgc257	x160tgc257	60	0	25	75	3	0	10	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8501	x080tg0003	x080tg0003	60	1	3	40	1	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8502	x080tg0003	x080tg0003	60	1	3	40	1	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8503	x080tg0013	x080tg0013	60	5	13	30	1	0	30	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8504	x080tg0012	x080tg0012	60	2	12	45	1	0	60	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa8508	x080tg0012	x080tg0012	65	2	12	90	3	0	50	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9002	x000tg5011	x000tg5011	50	2	6	100	1	50	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9015	x000tg8815	x000tg8815	30	1	3	55	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9016	x000tg8816	x000tg8816	30	6	9	55	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9018	x000tg8818	x000tg8818	30	3	18	40	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9019	x080tg0012	x080tg0012	30	3	12	80	2	0	20	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9020	x080tg0012	x080tg0012	30	3	12	80	2	0	35	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9021	x000tg8821	x000tg8821	30	1	22	55	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9022	x000tg5131	x000tg8822	30	3	22	40	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9101	x000tg9101	x000tg9201	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9102	x000tg5011	x000tg5011	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9103	x000tg9103	x000tg9203	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9104	x000tg9104	x000tg9204	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9105	x000tg9105	x000tg9205	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9106	x000tg9106	x000tg9206	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9107	x000tg9107	x000tg9207	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9108	x000tg9108	x000tg9208	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9109	x000tg9109	x000tg9209	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9110	x000tg9110	x000tg9210	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9111	x000tg9111	x000tg9211	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9112	x000tg9112	x000tg9212	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9113	x000tg9113	x000tg9213	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9114	x000tg9114	x000tg9214	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9115	x000tg9115	x000tg9215	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9116	x000tg5011	x000tg5011	50	2	6	100	2	150	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9117	x000tg5011	x000tg5011	50	2	6	100	1	30	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9118	x000tg5011	x000tg5011	50	2	6	100	1	75	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9119	x000tg9119	x000tg9219	50	2	14	100	2	50	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9120	x080tg0008	x080tg0008	50	2	8	100	1	0	0	1	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9121	x080tg0008	x080tg0008	50	2	8	100	1	0	0	2	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9122	x000tg9122	x000tg9222	50	4	1	80	1	0	35	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9123	x000tg9123	x000tg9223	50	4	1	80	1	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9124	x000tg9124	x000tg9224	50	3	2	80	1	0	35	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9125	x000tg9125	x000tg9225	50	3	2	80	1	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9126	x000tg9126	x000tg9226	50	3	15	80	1	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9127	x000tg9127	x000tg9227	50	7	1	80	2	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9128	x000tg9128	x000tg9228	50	7	1	80	1	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9129	x000tg9129	x000tg9229	50	6	1	80	2	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9130	x000tg9130	x000tg9230	50	6	1	80	1	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9131	x000tg9131	x000tg9231	50	5	1	80	1	0	35	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9132	x000tg9132	x000tg9232	50	5	1	80	1	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9133	x080tg0012	x080tg0012	50	2	12	80	1	0	50	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9134	x080tg0012	x080tg0012	50	3	12	80	2	0	35	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9135	x080tg2010	x080tg2010	50	3	10	80	1	0	0	2	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9136	x080tg0012	x080tg0012	50	3	12	80	1	0	35	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9137	x080tg0013	x080tg0013	50	5	13	80	1	0	30	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9138	x080tg0013	x080tg0013	50	5	13	80	1	0	35	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9139	x080tg0003	x080tg0003	50	1	3	80	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9140	x000tg9140	x000tg9240	50	1	22	80	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9141	x080tg0023	x080tg0023	50	4	23	80	1	0	35	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9142	x160tgc477	x160tgc478	50	1	7	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9143	x080tg2010	x080tg2010	50	1	10	100	2	0	0	2	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9144	x160tgc485	x160tgc486	50	1	19	100	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9145	x000tg5153	x000tg5153	50	2	17	100	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9146	x000tg5153	x000tg5153	50	2	17	100	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9147	x000tg5153	x000tg5153	50	2	17	100	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9148	x000tg5153	x000tg5153	50	4	1	100	2	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9149	x000tg5153	x000tg5153	50	5	1	100	2	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9150	x000tg5153	x000tg5153	50	6	1	100	2	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9151	x000tg5153	x000tg5153	50	7	1	100	2	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9152	x000tg5153	x000tg5153	50	3	1	100	2	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa9153	x000tg5153	x000tg5153	50	1	1	100	2	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0001	x160tgc224	x160tgc224	50	2	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0002	x160tgc224	x160tgc224	90	2	17	100	1	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0003	x160tgc224	x160tgc224	90	2	17	100	1	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0004	x160tgc224	x160tgc224	90	2	21	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0009	x011tg5668	x000tg5668	50	3	22	90	1	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0025	x000tg5025	x000tg5025	50	6	1	80	3	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0028	x160tgc255	x000tg5028	40	4	23	80	1	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0043	x000tg5659	x000tg5043	40	5	13	80	1	0	35	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0073	x100tg5073	x000tg5073	40	4	23	100	1	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0075	x000tg5075	x000tg5075	45	4	1	80	1	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0153	x000tg5153	x000tg5153	50	7	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0164	x000tg5164	x000tg5164	40	5	21	100	2	0	0	0	g001aa0001	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0166	x160tgc255	x000tg5217	50	4	23	75	3	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa0171	x000tg5171	x000tg5171	65	1	20	100	2	0	0	0	g001aa1171	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa1163	x002tg5663	x000tg5663	65	3	11	90	1	0	0	1	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa1168	x080tg2010	x080tg2010	70	3	10	90	3	0	0	2	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa1169	x080tg0023	x080tg0023	55	4	23	70	1	0	40	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa1171	x000tg5671	x000tg5671	65	0	1	80	3	0	25	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa1178	x000tg5678	x000tg5678	40	3	18	80	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa1179	x080tg0003	x080tg0003	50	6	3	50	3	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2001	x080tg0013	x080tg0013	50	5	13	55	3	0	45	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2002	x000tg1228	x000tg1228	70	2	24	100	2	0	0	0	g000000000	False	2	g010um0004	g003um0001	g000000000	g000000000	False
g001aa2005	x160tgc257	x160tgc257	35	3	25	100	1	0	5	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2006	x000tg1228	x000tg1228	10	2	24	100	2	0	0	0	g000000000	False	2	g010um0001	g003um0002	g000000000	g000000000	False
g001aa2007	x000tg1233	x000tg1233	15	2	24	100	2	0	0	0	g000000000	False	3	g011um0002	g011um0003	g003um0003	g000000000	False
g001aa2008	x000tg1238	x000tg1238	15	2	24	100	2	0	0	0	g000000000	False	4	g011um0001	g011um0003	g011um0004	g003um0004	False
g001aa2009	x000tg8819	x000tg8819	60	3	12	65	3	0	25	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2010	x080tg0012	x080tg0012	80	3	12	70	3	0	30	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2011	x000tg5659	x000tg5659	40	5	13	70	3	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2012	x000tg5663	x000tg5663	45	7	11	50	2	0	0	1	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2013	x000tg8819	x000tg8819	55	3	12	60	3	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2018	x000tg5065	x000tg5065	20	6	9	80	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2019	x000tg5678	x000tg5678	45	3	18	60	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2020	x160tgc255	x000tg5028	40	4	23	80	1	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2021	x000tg5161	x000tg5161	10	2	19	100	1	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2022	x000tg5160	x000tg5160	70	2	8	100	2	0	0	3	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2023	x001tg5679	x001tg5679	50	7	3	45	3	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2024	x160tgc257	x160tgc257	55	0	25	100	3	0	20	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2025	x080tg0011	x080tg0011	40	7	11	40	1	0	0	1	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2026	x000tg1346	x000tg1346	20	5	9	40	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2027	x000tg5067	x000tg5067	45	2	21	100	3	0	0	0	g000aa2027	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2028	x160tgc255	x160tgc255	40	4	23	80	1	0	5	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2029	x080tg0011	x080tg0011	55	7	11	40	1	0	0	1	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2030	x160tgc256	x160tgc256	45	5	13	80	3	0	20	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2032	x160tgc255	x160tgc255	45	4	23	80	1	0	15	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2033	x080tg0011	x080tg0011	55	7	11	40	2	0	0	1	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2034	x160tgc256	x160tgc256	50	5	13	80	1	0	10	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2036	x160tgc255	x160tgc255	50	4	23	80	2	0	10	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2037	x000tg8818	x000tg8818	50	1	18	40	1	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2039	x000tg5679	x000tg5679	55	1	3	50	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2040	x080tg0010	x080tg0010	55	3	10	50	2	0	0	2	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2042	x000tg5067	x000tg5067	45	1	22	65	1	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2043	x160tgc254	x160tgc254	40	3	12	60	1	0	15	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2044	x160tgc254	x160tgc254	40	3	12	60	1	0	10	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2047	x000tg8819	x000tg8819	60	6	12	70	2	0	10	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2050	x000tg5663	x000tg5663	40	7	11	20	1	0	0	1	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2053	x000tg5065	x000tg5065	40	5	9	30	3	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2055	x160tgc257	x160tgc257	50	0	25	100	3	0	15	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2056	x000tg0509	x000tg0509	10	2	24	100	1	0	0	0	g000000000	False	2	g002um0024	g003um0005	g000000000	g000000000	False
g001aa2057	x160tgc258	x160tgc258	25	2	24	100	2	0	0	0	g000000000	False	4	g024um0001	g024um0005	g024um0010	g024um0016	False
g001aa2058	x000tg5078	x000tg5078	40	1	3	40	1	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2059	x000tg5033	x000tg5033	30	2	8	100	1	0	0	3	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2061	x000tg0534	x000tg0534	60	2	24	100	2	0	0	0	g000000000	False	3	g002um0027	g024um7546	g003um0009	g000000000	False
g001aa2062	x080tg1010	x080tg1010	35	5	10	35	3	0	0	1	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2064	x000tg8819	x000tg8819	40	6	12	80	2	0	55	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2065	x000tg5663	x000tg5663	45	6	11	30	1	0	0	1	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2066	x000tg8819	x000tg8819	40	5	12	70	3	0	25	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g001aa2067	x000tg0571	x000tg0571	70	2	24	100	2	0	0	0	g000000000	False	2	g011um0001	g003um0006	g000000000	g000000000	False
g001aa2068	x000tg0571	x000tg0571	70	2	24	100	1	0	0	0	g000000000	False	1	g011um0001	g000000000	g000000000	g000000000	False
g001aa2069	x160tgc257	x160tgc257	60	0	25	100	3	0	10	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
